x,y_name,y,action,direction,meters,degshours,object1,nearest,relation1,object2,relation2,object3,subset
беги к близлежащему булыжнику,nearest,6,6,0,0,0,10,1,0,0,0,0,train
"сократи дистанцию до рытвины, которая находится слева от барьера",relation1,7,6,0,0,0,5,0,4,12,0,0,train
отправляйся на северный край 18М,meter,2,4,5,3,0,0,0,0,0,0,0,train
"сократи дистанцию до лесополосы, располагающейся правее впадины левее растения",relation2,8,6,0,0,0,4,0,5,5,4,2,test
"сократи расстояние между собой и сваленным деревом слева от валуна, который правее чащи",relation2,8,6,0,0,0,3,0,4,11,5,4,test
"сократи дистанцию до ограждения, которое перед булыгой спереди от ольхи",relation2,8,6,0,0,0,12,0,3,10,3,2,train
отыщи загородку рядом с булыгой за авто,relation2,8,6,0,0,0,12,0,1,10,2,14,train
"сократи расстояние между собой и ольхой, которая находится позади горы",relation1,7,6,0,0,0,2,0,2,7,0,0,test
сделай поворот по правую руку 59 градусов,degree,3,5,3,0,4,0,0,0,0,0,0,train
в южную сторону 55M,meter,2,4,6,6,0,0,0,0,0,0,0,train
"отыщи преграду, которая правее столба, который находится левее останца",relation2,8,6,0,0,0,12,0,5,13,4,11,test
"поезжай к сваленному дереву, которое левее особняка, который справа от ребёнка",relation2,8,6,0,0,0,3,0,4,1,5,6,train
двигайся к ближней возвышенности,nearest,6,6,0,0,0,7,1,0,0,0,0,train
"иди к горке, которая позади валуна",relation1,7,6,0,0,0,7,0,2,11,0,0,train
"направляйся к лампе, которая располагается за коттеджем",relation1,7,6,0,0,0,13,0,2,1,0,0,train
"сократи расстояние между собой и ямой, располагающейся за спиленным деревом, располагающимся левее человека",relation2,8,6,0,0,0,5,0,2,3,4,6,train
беги к берёзе,object,5,6,0,0,0,2,0,0,0,0,0,test
"сократи расстояние между собой и светильником, располагающимся за лесополосой сзади от ребёнка",relation2,8,6,0,0,0,13,0,2,4,2,6,train
направляйся к пригорку,object,5,6,0,0,0,7,0,0,0,0,0,train
сделай поворот по правую руку 204°,degree,3,5,3,0,14,0,0,0,0,0,0,train
иди ,direction,1,2,1,0,0,0,0,0,0,0,0,train
"найди останец, располагающийся справа от автомобиля",relation1,7,6,0,0,0,11,0,5,14,0,0,test
направляйся налево 6м,meter,2,4,4,2,0,0,0,0,0,0,0,train
"беги к ольхе, которая находится сзади от железного коня",relation1,7,6,0,0,0,2,0,2,14,0,0,train
"отыщи преграду, которая перед дамой",relation1,7,6,0,0,0,12,0,3,6,0,0,train
"сократи расстояние между собой и рощей, находящейся правее булыжника",relation1,7,6,0,0,0,4,0,5,10,0,0,train
езжай к ближайшему упавшему дереву,nearest,6,6,0,0,0,3,1,0,0,0,0,train
"сократи расстояние между собой и ребёнком, который располагается рядом с коттеджем за дубравой",relation2,8,6,0,0,0,6,0,1,1,2,4,train
"отправляйся к трещине, которая рядом с пропастью, которая слева от валуна",relation2,8,6,0,0,0,8,0,1,5,4,11,test
двигайся к близкому останцу,nearest,6,6,0,0,0,11,1,0,0,0,0,train
"сократи расстояние между собой и останцем, который левее камня, который около фонаря",relation2,8,6,0,0,0,11,0,4,10,1,13,train
повернись в восточную сторону на 030,hour,4,5,7,0,1,0,0,0,0,0,0,test
"направляйся к камню, который левее железного коня",relation1,7,6,0,0,0,10,0,4,14,0,0,train
заворачивай на южный край на 295 °,degree,3,5,6,0,20,0,0,0,0,0,0,train
отыщи спиленное дерево рядом с деревцем,relation1,7,6,0,0,0,3,0,1,2,0,0,train
"повернись в южную сторону на 10,5 часов",hour,4,5,6,0,21,0,0,0,0,0,0,train
езжай  86 м,meter,2,4,3,7,0,0,0,0,0,0,0,train
"сократи расстояние между собой и пьяным человеком, который располагается перед машиной рядом с камнем",relation2,8,6,0,0,0,9,0,3,14,1,10,test
шагай задом 109M,meter,2,4,2,8,0,0,0,0,0,0,0,train
"найди светильник, который располагается перед берёзой около чащи",relation2,8,6,0,0,0,13,0,3,2,1,4,train
"направляйся к человеку, располагающемуся перед останцем, располагающимся позади спиленного дерева",relation2,8,6,0,0,0,6,0,3,11,2,3,test
"отыщи постройку, которая располагается слева от деревца, находящегося справа от товарища",relation2,8,6,0,0,0,1,0,4,2,5,6,test
начинай поворачивать в южную сторону 147°,degree,3,5,6,0,10,0,0,0,0,0,0,train
сократи расстояние между собой и барьером спереди от расщелины,relation1,7,6,0,0,0,12,0,3,8,0,0,train
"найди впадину, находящуюся сзади от ограждения, которое располагается слева от холма",relation2,8,6,0,0,0,5,0,2,12,4,7,test
отыщи столб позади разрыва,relation1,7,6,0,0,0,13,0,2,8,0,0,train
поезжай к ближней канаве,nearest,6,6,0,0,0,5,1,0,0,0,0,train
повернись вправо на 347 градусов,degree,3,5,3,0,23,0,0,0,0,0,0,train
иди вперед на 83 м,meter,2,4,1,7,0,0,0,0,0,0,0,train
поворачивай в правую сторону на 1:00,hour,4,5,3,0,2,0,0,0,0,0,0,test
отыщи близкий провал,nearest,6,6,0,0,0,5,1,0,0,0,0,train
"найди провал, находящийся правее светильника, находящегося справа от барьера",relation2,8,6,0,0,0,5,0,5,13,5,12,train
сделай поворот в северную сторону на 5:30,hour,4,5,5,0,11,0,0,0,0,0,0,train
направляйся к пьяному человеку,object,5,6,0,0,0,9,0,0,0,0,0,test
сократи расстояние между собой и ближайшей лампой,nearest,6,6,0,0,0,13,1,0,0,0,0,test
иди вправо 30 метров,meter,2,4,3,4,0,0,0,0,0,0,0,train
повернись в правую сторону на 85 градусов,degree,3,5,3,0,6,0,0,0,0,0,0,train
поворачивай в северную сторону на 5:00,hour,4,5,5,0,10,0,0,0,0,0,0,train
топай вспять на 110 м,meter,2,4,2,8,0,0,0,0,0,0,0,test
начинай поворачивать в сторону запада на 300,hour,4,5,8,0,6,0,0,0,0,0,0,train
"топай к человеку, располагающемуся спереди от валуна, находящегося спереди от булыжника",relation2,8,6,0,0,0,6,0,3,11,3,10,train
"отыщи останец, который располагается левее булыжника",relation1,7,6,0,0,0,11,0,4,10,0,0,train
беги на восточный край,direction,1,2,7,0,0,0,0,0,0,0,0,train
"повернись на западный край 6,5 часов",hour,4,5,8,0,13,0,0,0,0,0,0,test
"отыщи разрыв, находящийся справа от дубравы левее горки",relation2,8,6,0,0,0,8,0,5,4,4,7,train
"отыщи ребёнка, который спереди от сосны",relation1,7,6,0,0,0,6,0,3,2,0,0,train
в сторону севера на 184°,degree,3,5,5,0,12,0,0,0,0,0,0,train
"сократи расстояние между собой и дубом, который находится справа от авто",relation1,7,6,0,0,0,2,0,5,14,0,0,test
следуй к ближайшей лесополосе,nearest,6,6,0,0,0,4,1,0,0,0,0,train
"сократи дистанцию до светильника, располагающегося рядом с пьяным человеком перед барьером",relation2,8,6,0,0,0,13,0,1,9,3,12,train
"сократи расстояние между собой и пригорком, который располагается слева от камушка, располагающегося перед разломом",relation2,8,6,0,0,0,7,0,4,10,3,8,test
 на 96м,meter,2,4,3,8,0,0,0,0,0,0,0,test
"езжай к упавшему человеку, который левее разлома, находящегося справа от товарища",relation2,8,6,0,0,0,9,0,4,8,5,6,train
"беги к упавшему человеку, располагающемуся около спиленного дерева",relation1,7,6,0,0,0,9,0,1,3,0,0,train
начинай поворачивать в правую сторону на 10:30,hour,4,5,3,0,21,0,0,0,0,0,0,train
поезжай к близкой сосне,nearest,6,6,0,0,0,2,1,0,0,0,0,test
"сократи расстояние между собой и булыжником, который находится за препятствием",relation1,7,6,0,0,0,10,0,2,12,0,0,test
отправляйся в сторону востока на 97М,meter,2,4,7,8,0,0,0,0,0,0,0,train
"тебе нужно подъехать к булыге за пропастью, находящейся за лесополосой",relation2,8,6,0,0,0,10,0,2,5,2,4,test
езжай прямо 58M,meter,2,4,1,6,0,0,0,0,0,0,0,train
сдай в сторону запада на 23М,meter,2,4,8,4,0,0,0,0,0,0,0,train
начинай поворачивать по левую руку на 400,hour,4,5,4,0,8,0,0,0,0,0,0,train
"двигайся к расщелине, которая слева от столба, располагающегося правее женщины",relation2,8,6,0,0,0,8,0,4,13,5,6,train
"топай к свалившемуся человеку, который рядом с домиком, располагающимся левее холма",relation2,8,6,0,0,0,9,0,1,1,4,7,test
повернись  5:00,hour,4,5,3,0,10,0,0,0,0,0,0,train
заворачивай на западный край 030,hour,4,5,8,0,1,0,0,0,0,0,0,train
направляйся к упавшему дереву,object,5,6,0,0,0,3,0,0,0,0,0,train
"тебе нужно подъехать к чаще, которая около горки, которая левее поваленного дерева",relation2,8,6,0,0,0,4,0,1,7,4,3,train
"найди барьер, который располагается сзади от сосны",relation1,7,6,0,0,0,12,0,2,2,0,0,train
поворачивай вправо на 700,hour,4,5,3,0,14,0,0,0,0,0,0,train
"сократи расстояние между собой и рытвиной, которая перед авто",relation1,7,6,0,0,0,5,0,3,14,0,0,test
"сократи дистанцию до булыги, находящейся рядом с ребёнком, располагающимся позади трещины",relation2,8,6,0,0,0,10,0,1,6,2,8,train
"найди фонарь, находящийся спереди от барьера",relation1,7,6,0,0,0,13,0,3,12,0,0,train
следуй в северную сторону 15 м,meter,2,4,5,3,0,0,0,0,0,0,0,test
"езжай к дубу, который располагается перед спиленным деревом",relation1,7,6,0,0,0,2,0,3,3,0,0,train
повернись на восточный край на 8:30,hour,4,5,7,0,17,0,0,0,0,0,0,train
отправляйся  20 м,meter,2,4,3,3,0,0,0,0,0,0,0,train
поворачивай на южный край 315 °,degree,3,5,6,0,21,0,0,0,0,0,0,train
топай на западный край на 27 м,meter,2,4,8,4,0,0,0,0,0,0,0,test
по правую руку на 82м,meter,2,4,3,7,0,0,0,0,0,0,0,train
"сократи расстояние между собой и женщиной, которая находится слева от избы",relation1,7,6,0,0,0,6,0,4,1,0,0,train
начинай поворачивать на юг,direction,1,3,6,0,0,0,0,0,0,0,0,train
"отыщи ольху, которая неподалеку от трещины",relation1,7,6,0,0,0,2,0,1,8,0,0,test
поворачивай в сторону юга 7 с половиной часов,hour,4,5,6,0,15,0,0,0,0,0,0,train
поворачивай на север на 7 с половиной часов,hour,4,5,5,0,15,0,0,0,0,0,0,train
"отыщи булыгу, которая располагается позади чащи, находящейся около женщины",relation2,8,6,0,0,0,10,0,2,4,1,6,train
сократи расстояние между собой и близлежащей впадиной,nearest,6,6,0,0,0,5,1,0,0,0,0,train
поворачивай по правую руку 0:30,hour,4,5,3,0,1,0,0,0,0,0,0,test
"следуй к спиленному дереву, находящемуся за ольхой, которая находится за дамой",relation2,8,6,0,0,0,3,0,2,2,2,6,train
"отыщи авто, которое левее валуна",relation1,7,6,0,0,0,14,0,4,11,0,0,test
тебе нужно подъехать к холму,object,5,6,0,0,0,7,0,0,0,0,0,train
иди в южную сторону 22m,meter,2,4,6,4,0,0,0,0,0,0,0,train
шагай напрямик 50M,meter,2,4,1,6,0,0,0,0,0,0,0,train
беги к ближайшему булыжнику,nearest,6,6,0,0,0,10,1,0,0,0,0,train
"отыщи светильник, который за сваленным деревом, которое за барьером",relation2,8,6,0,0,0,13,0,2,3,2,12,train
"отыщи препятствие, которое справа от постройки",relation1,7,6,0,0,0,12,0,5,1,0,0,train
сделай поворот в правую сторону 2:30,hour,4,5,3,0,5,0,0,0,0,0,0,test
 на 58 °,degree,3,5,3,0,4,0,0,0,0,0,0,train
"двигайся к холмику, располагающемуся около препятствия",relation1,7,6,0,0,0,7,0,1,12,0,0,train
"сократи расстояние между собой и ребёнком, который находится левее коттеджа спереди от камня",relation2,8,6,0,0,0,6,0,4,1,3,10,train
"сократи дистанцию до валуна, который правее чащи",relation1,7,6,0,0,0,11,0,5,4,0,0,train
отыщи ближнего лежащего человека,nearest,6,6,0,0,0,9,1,0,0,0,0,train
соверши поворот на восток 3 часа 0 минут,hour,4,5,7,0,6,0,0,0,0,0,0,test
беги на юг 73 м,meter,2,4,6,7,0,0,0,0,0,0,0,train
сдай напролом 19М,meter,2,4,1,3,0,0,0,0,0,0,0,train
"езжай к авто, которое сзади от ограждения",relation1,7,6,0,0,0,14,0,2,12,0,0,test
"отыщи валун, находящийся спереди от сосны",relation1,7,6,0,0,0,11,0,3,2,0,0,train
"сократи расстояние между собой и останцем, располагающимся около сосны",relation1,7,6,0,0,0,11,0,1,2,0,0,train
двигайся к близкому строению,nearest,6,6,0,0,0,1,1,0,0,0,0,test
"направляйся к трещине, которая около барьера",relation1,7,6,0,0,0,8,0,1,12,0,0,train
"найди валун, который располагается правее лежащего человека, который находится неподалеку от преграды",relation2,8,6,0,0,0,11,0,5,9,1,12,train
шагай в северную сторону на 89М,meter,2,4,5,7,0,0,0,0,0,0,0,train
"отправляйся к валуну неподалеку от преграды, находящейся справа от впадины",relation2,8,6,0,0,0,11,0,1,12,5,5,test
"беги к машине, которая справа от деревца, которое находится спереди от разрыва",relation2,8,6,0,0,0,14,0,5,2,3,8,train
двигайся к ближайшей рытвине,nearest,6,6,0,0,0,5,1,0,0,0,0,train
следуй в сторону юга на 51 м,meter,2,4,6,6,0,0,0,0,0,0,0,train
"сократи расстояние между собой и лесом, который справа от канавы",relation1,7,6,0,0,0,4,0,5,5,0,0,test
двигайся к ближнему камушку,nearest,6,6,0,0,0,10,1,0,0,0,0,train
тебе нужно подъехать к бугру,object,5,6,0,0,0,7,0,0,0,0,0,test
"сократи дистанцию до поваленного дерева, которое располагается неподалеку от машины",relation1,7,6,0,0,0,3,0,1,14,0,0,test
"сократи расстояние между собой и авто, которое левее валуна",relation1,7,6,0,0,0,14,0,4,11,0,0,train
сделай поворот по правую руку 173 градуса,degree,3,5,3,0,12,0,0,0,0,0,0,train
отправляйся в сторону востока 47М,meter,2,4,7,6,0,0,0,0,0,0,0,train
шагай налево 4М,meter,2,4,4,1,0,0,0,0,0,0,0,test
"сократи расстояние между собой и провалом, располагающимся спереди от холма, находящегося позади сваленного дерева",relation2,8,6,0,0,0,5,0,3,7,2,3,train
заворачивай  на 86°,degree,3,5,3,0,6,0,0,0,0,0,0,test
сократи расстояние между собой и лесополосой сзади от булыги,relation1,7,6,0,0,0,4,0,2,10,0,0,test
беги к трещине,object,5,6,0,0,0,8,0,0,0,0,0,train
начинай поворачивать налево 5:30,hour,4,5,4,0,11,0,0,0,0,0,0,test
отправляйся к роще,object,5,6,0,0,0,4,0,0,0,0,0,test
отыщи близлежащее здание,nearest,6,6,0,0,0,1,1,0,0,0,0,train
"сократи расстояние между собой и возвышенностью, которая спереди от сосны, которая около света",relation2,8,6,0,0,0,7,0,3,2,1,13,train
"топай к возвышенности, располагающейся рядом с растением, которое рядом с расщелиной",relation2,8,6,0,0,0,7,0,1,2,1,8,test
сократи расстояние между собой и валуном за особняком,relation1,7,6,0,0,0,11,0,2,1,0,0,test
"сократи расстояние между собой и трещиной, которая располагается перед домиком",relation1,7,6,0,0,0,8,0,3,1,0,0,train
найди близлежащую загородку,nearest,6,6,0,0,0,12,1,0,0,0,0,train
"сократи дистанцию до дерева, которое правее валуна правее рощи",relation2,8,6,0,0,0,2,0,5,11,5,4,train
сделай поворот  270 градусов,degree,3,5,3,0,18,0,0,0,0,0,0,test
"сократи дистанцию до разлома, находящегося справа от загородки, находящейся правее леса",relation2,8,6,0,0,0,8,0,5,12,5,4,train
"отыщи чащу, которая находится за валуном за поваленным деревом",relation2,8,6,0,0,0,4,0,2,11,2,3,test
"двигайся к светильнику рядом с сосной, которая справа от препятствия",relation2,8,6,0,0,0,13,0,1,2,5,12,train
двигайся вспять 55м,meter,2,4,2,6,0,0,0,0,0,0,0,train
"сократи расстояние между собой и рощей, которая справа от деревца, которое рядом с автомобилем",relation2,8,6,0,0,0,4,0,5,2,1,14,train
"отправляйся к расщелине, находящейся рядом с автомобилем",relation1,7,6,0,0,0,8,0,1,14,0,0,train
"сократи расстояние между собой и горой, находящейся справа от деревца",relation1,7,6,0,0,0,7,0,5,2,0,0,test
"найди трещину, которая находится за камушком, который рядом с упавшим человеком",relation2,8,6,0,0,0,8,0,2,10,1,9,train
иди в сторону запада,direction,1,2,8,0,0,0,0,0,0,0,0,train
иди к расщелине справа от упавшего человека,relation1,7,6,0,0,0,8,0,5,9,0,0,train
шагай вспять 12m,meter,2,4,2,3,0,0,0,0,0,0,0,train
двигайся к столбу,object,5,6,0,0,0,13,0,0,0,0,0,train
"сократи дистанцию до останца за чащей, которая справа от коттеджа",relation2,8,6,0,0,0,11,0,2,4,5,1,train
"сократи расстояние между собой и упавшим деревом, которое находится правее фонаря",relation1,7,6,0,0,0,3,0,5,13,0,0,train
сдай  105M,meter,2,4,1,8,0,0,0,0,0,0,0,train
"отыщи упавшее дерево, которое за авто",relation1,7,6,0,0,0,3,0,2,14,0,0,train
"сократи расстояние между собой и светильником, располагающимся за разрывом",relation1,7,6,0,0,0,13,0,2,8,0,0,test
"сократи расстояние между собой и ямой, находящейся левее автомобиля, который слева от лежащего человека",relation2,8,6,0,0,0,5,0,4,14,4,9,train
сократи дистанцию до ближней булыги,nearest,6,6,0,0,0,10,1,0,0,0,0,train
"сократи дистанцию до пригорка, располагающегося неподалеку от булыжника перед фонарём",relation2,8,6,0,0,0,7,0,1,10,3,13,train
"найди валун, который находится левее ребёнка, который находится рядом с лампой",relation2,8,6,0,0,0,11,0,4,6,1,13,train
сделай поворот в южную сторону девять с половиной часов,hour,4,5,6,0,19,0,0,0,0,0,0,train
сделай поворот на северный край на 700,hour,4,5,5,0,14,0,0,0,0,0,0,train
отправляйся к ближнему препятствию,nearest,6,6,0,0,0,12,1,0,0,0,0,train
"иди к пьяному человеку, находящемуся правее возвышенности",relation1,7,6,0,0,0,9,0,5,7,0,0,train
отыщи коттедж справа от лежащего человека,relation1,7,6,0,0,0,1,0,5,9,0,0,train
"найди лампу, которая располагается сзади от препятствия, которое находится правее булыги",relation2,8,6,0,0,0,13,0,2,12,5,10,train
начинай поворачивать на юг 120 °,degree,3,5,6,0,8,0,0,0,0,0,0,train
сократи дистанцию до камня перед избой,relation1,7,6,0,0,0,10,0,3,1,0,0,test
"беги к тачке, которая справа от свалившегося человека",relation1,7,6,0,0,0,14,0,5,9,0,0,test
"тебе нужно подъехать к преграде, которая правее деревца, которое располагается справа от булыжника",relation2,8,6,0,0,0,12,0,5,2,5,10,train
"сократи дистанцию до лежащего человека, располагающегося рядом с препятствием, которое слева от канавы",relation2,8,6,0,0,0,9,0,1,12,4,5,train
"беги к лесу, который находится левее валуна, который справа от преграды",relation2,8,6,0,0,0,4,0,4,11,5,12,test
соверши поворот на юг 233 °,degree,3,5,6,0,16,0,0,0,0,0,0,train
"найди впадину, которая правее срубленного дерева",relation1,7,6,0,0,0,5,0,5,3,0,0,test
"сократи расстояние между собой и дубом, располагающимся сзади от булыжника, который за пьяным человеком",relation2,8,6,0,0,0,2,0,2,10,2,9,test
заворачивай в южную сторону 3 °,degree,3,5,6,0,1,0,0,0,0,0,0,train
поезжай в правую сторону на 108m,meter,2,4,3,8,0,0,0,0,0,0,0,test
беги на восток 4 м,meter,2,4,7,1,0,0,0,0,0,0,0,train
"сократи расстояние между собой и впадиной, располагающейся слева от булыги, находящейся позади пьяного человека",relation2,8,6,0,0,0,5,0,4,10,2,9,train
заворачивай  10:30,hour,4,5,3,0,21,0,0,0,0,0,0,train
соверши поворот в восточную сторону на 11:30,hour,4,5,7,0,23,0,0,0,0,0,0,train
сделай поворот на запад на 1 час 30 минут,hour,4,5,8,0,3,0,0,0,0,0,0,test
отыщи яму правее пьяного человека,relation1,7,6,0,0,0,5,0,5,9,0,0,train
найди ближайшую рытвину,nearest,6,6,0,0,0,5,1,0,0,0,0,train
отыщи ближнюю рытвину,nearest,6,6,0,0,0,5,1,0,0,0,0,test
сделай поворот вправо 348 градусов,degree,3,5,3,0,23,0,0,0,0,0,0,train
следуй к лесополосе спереди от горки,relation1,7,6,0,0,0,4,0,3,7,0,0,train
иди к ближайшему поваленному дереву,nearest,6,6,0,0,0,3,1,0,0,0,0,train
"беги к бугру, который находится за пьяным человеком, находящимся справа от железного коня",relation2,8,6,0,0,0,7,0,2,9,5,14,train
"сократи расстояние между собой и валуном, который левее провала",relation1,7,6,0,0,0,11,0,4,5,0,0,train
"езжай к деревцу, которое располагается правее холмика за останцем",relation2,8,6,0,0,0,2,0,5,7,2,11,train
"сократи расстояние между собой и тачкой, которая левее трещины, которая спереди от дуба",relation2,8,6,0,0,0,14,0,4,8,3,2,train
"отыщи лампу, которая рядом с лежащим человеком",relation1,7,6,0,0,0,13,0,1,9,0,0,train
заворачивай на западный край 343 °,degree,3,5,8,0,23,0,0,0,0,0,0,train
поезжай к роще перед барьером левее авто,relation2,8,6,0,0,0,4,0,3,12,4,14,test
влево 30°,degree,3,5,4,0,2,0,0,0,0,0,0,train
следуй  на 67M,meter,2,4,1,7,0,0,0,0,0,0,0,train
заворачивай в восточную сторону час,hour,4,5,7,0,2,0,0,0,0,0,0,test
"сократи расстояние между собой и избой, располагающейся неподалеку от авто, которое располагается левее свалившегося человека",relation2,8,6,0,0,0,1,0,1,14,4,9,train
сделай поворот по левую руку 3:30,hour,4,5,4,0,7,0,0,0,0,0,0,train
отправляйся на север,direction,1,2,5,0,0,0,0,0,0,0,0,test
"иди к свалившемуся человеку, который справа от дамы",relation1,7,6,0,0,0,9,0,5,6,0,0,test
"шагай к растению, которое справа от коттеджа",relation1,7,6,0,0,0,2,0,5,1,0,0,train
начинай поворачивать в сторону запада 164 °,degree,3,5,8,0,11,0,0,0,0,0,0,train
заворачивай  на 341 °,degree,3,5,3,0,23,0,0,0,0,0,0,train
"отыщи преграду, которая перед горкой, располагающейся спереди от женщины",relation2,8,6,0,0,0,12,0,3,7,3,6,train
соверши поворот  на 9:00,hour,4,5,3,0,18,0,0,0,0,0,0,train
сократи дистанцию до рытвины спереди от особняка,relation1,7,6,0,0,0,5,0,3,1,0,0,test
шагай к близлежащей пропасти,nearest,6,6,0,0,0,5,1,0,0,0,0,train
начинай поворачивать  на 6:30,hour,4,5,3,0,13,0,0,0,0,0,0,train
соверши поворот в левую сторону 0 с половиной часов,hour,4,5,4,0,1,0,0,0,0,0,0,train
отправляйся к ближней рытвине,nearest,6,6,0,0,0,5,1,0,0,0,0,train
"поезжай к берёзе, которая перед дамой, которая сзади от спиленного дерева",relation2,8,6,0,0,0,2,0,3,6,2,3,train
заворачивай  276 °,degree,3,5,3,0,19,0,0,0,0,0,0,train
иди в сторону запада 6м,meter,2,4,8,2,0,0,0,0,0,0,0,train
начинай поворачивать в восточную сторону 54 °,degree,3,5,7,0,4,0,0,0,0,0,0,train
"сократи дистанцию до автомобиля, располагающегося левее столба",relation1,7,6,0,0,0,14,0,4,13,0,0,train
отправляйся на восточный край 85 м,meter,2,4,7,7,0,0,0,0,0,0,0,train
тебе нужно подъехать к близкой чаще,nearest,6,6,0,0,0,4,1,0,0,0,0,train
"сократи дистанцию до холма, располагающегося позади мужчины спереди от машины",relation2,8,6,0,0,0,7,0,2,6,3,14,test
найди близлежащего пьяного человека,nearest,6,6,0,0,0,9,1,0,0,0,0,train
повернись в южную сторону на 53 градуса,degree,3,5,6,0,4,0,0,0,0,0,0,train
отправляйся на западный край 38м,meter,2,4,8,5,0,0,0,0,0,0,0,train
беги в сторону севера на 84м,meter,2,4,5,7,0,0,0,0,0,0,0,train
"сократи расстояние между собой и человеком, который находится правее валуна, располагающегося около спиленного дерева",relation2,8,6,0,0,0,6,0,5,11,1,3,train
"сократи дистанцию до лесополосы за камнем, который находится левее кучи",relation2,8,6,0,0,0,4,0,2,10,4,7,test
иди  на 21 м,meter,2,4,1,4,0,0,0,0,0,0,0,train
поворачивай  на 900,hour,4,5,3,0,18,0,0,0,0,0,0,train
начинай поворачивать на запад полтора часа,hour,4,5,8,0,3,0,0,0,0,0,0,test
сдай в южную сторону 94 м,meter,2,4,6,8,0,0,0,0,0,0,0,train
"езжай к деревцу, которое располагается перед барьером, который справа от светильника",relation2,8,6,0,0,0,2,0,3,12,5,13,train
"сократи расстояние между собой и останцем, который слева от дубравы",relation1,7,6,0,0,0,11,0,4,4,0,0,train
"сократи дистанцию до строения, которое находится спереди от пьяного человека",relation1,7,6,0,0,0,1,0,3,9,0,0,train
"сократи расстояние между собой и дубравой, которая располагается левее камушка, который находится справа от автомобиля",relation2,8,6,0,0,0,4,0,4,10,5,14,train
"сократи расстояние между собой и дубом левее свалившегося человека, находящегося слева от женщины",relation2,8,6,0,0,0,2,0,4,9,4,6,train
"найди препятствие, находящееся правее разлома",relation1,7,6,0,0,0,12,0,5,8,0,0,test
сделай поворот влево шесть с половиной часов,hour,4,5,4,0,13,0,0,0,0,0,0,test
"сократи дистанцию до растения, располагающегося сзади от спиленного дерева",relation1,7,6,0,0,0,2,0,2,3,0,0,train
заворачивай на южный край 343°,degree,3,5,6,0,23,0,0,0,0,0,0,train
"сократи дистанцию до холма, находящегося слева от оврага, находящегося слева от останца",relation2,8,6,0,0,0,7,0,4,5,4,11,train
 на 300,hour,4,5,3,0,6,0,0,0,0,0,0,train
поезжай влево на 35м,meter,2,4,4,5,0,0,0,0,0,0,0,train
соверши поворот вправо 120°,degree,3,5,3,0,8,0,0,0,0,0,0,train
"сократи расстояние между собой и упавшим деревом, находящимся неподалеку от расщелины",relation1,7,6,0,0,0,3,0,1,8,0,0,test
"найди валун, который слева от фонаря",relation1,7,6,0,0,0,11,0,4,13,0,0,train
сделай поворот в северную сторону 100,hour,4,5,5,0,2,0,0,0,0,0,0,train
заворачивай направо 347 градусов,degree,3,5,3,0,23,0,0,0,0,0,0,train
сократи расстояние между собой и камушком рядом с деревом,relation1,7,6,0,0,0,10,0,1,2,0,0,test
в западную сторону на 61M,meter,2,4,8,7,0,0,0,0,0,0,0,train
двигайся  на 53m,meter,2,4,3,6,0,0,0,0,0,0,0,train
"найди спиленное дерево, которое располагается спереди от ребёнка",relation1,7,6,0,0,0,3,0,3,6,0,0,train
начинай поворачивать на север на один час 0 минут,hour,4,5,5,0,2,0,0,0,0,0,0,train
"сократи расстояние между собой и срубленным деревом, которое сзади от рощи",relation1,7,6,0,0,0,3,0,2,4,0,0,test
повернись в сторону севера на один с половиной час,hour,4,5,5,0,3,0,0,0,0,0,0,train
"сократи расстояние между собой и сломанным деревом, которое позади леса за свалившимся человеком",relation2,8,6,0,0,0,3,0,2,4,2,9,train
отыщи ближнюю женщину,nearest,6,6,0,0,0,6,1,0,0,0,0,train
беги в южную сторону на 7М,meter,2,4,6,2,0,0,0,0,0,0,0,train
езжай к ближнему ограждению,nearest,6,6,0,0,0,12,1,0,0,0,0,train
начинай поворачивать на восточный край на 105 °,degree,3,5,7,0,7,0,0,0,0,0,0,train
начинай поворачивать  343°,degree,3,5,3,0,23,0,0,0,0,0,0,train
поворачивай в правую сторону 1 час 30 минут,hour,4,5,3,0,3,0,0,0,0,0,0,test
"найди женщину, которая располагается за фонарём",relation1,7,6,0,0,0,6,0,2,13,0,0,test
сократи расстояние между собой и пьяным человеком рядом с оврагом рядом с человеком,relation2,8,6,0,0,0,9,0,1,5,1,6,train
"сократи расстояние между собой и железным конём около коттеджа, который располагается сзади от валуна",relation2,8,6,0,0,0,14,0,1,1,2,11,test
шагай к ближайшей чаще,nearest,6,6,0,0,0,4,1,0,0,0,0,train
шагай в правую сторону на 55 метров,meter,2,4,3,6,0,0,0,0,0,0,0,train
"сократи расстояние между собой и останцем, который находится за кучей, располагающейся слева от спиленного дерева",relation2,8,6,0,0,0,11,0,2,7,4,3,train
сдай вспять на 13 м,meter,2,4,2,3,0,0,0,0,0,0,0,train
отправляйся к близкой булыге,nearest,6,6,0,0,0,10,1,0,0,0,0,test
"сократи расстояние между собой и лежащим человеком, находящимся правее женщины, которая за останцем",relation2,8,6,0,0,0,9,0,5,6,2,11,train
повернись в сторону юга 205 °,degree,3,5,6,0,14,0,0,0,0,0,0,train
"отыщи чащу, которая находится слева от разлома",relation1,7,6,0,0,0,4,0,4,8,0,0,train
иди к даме,object,5,6,0,0,0,6,0,0,0,0,0,test
