x,y_name,y,action,direction,meters,degshours,object1,nearest,relation1,object2,relation2,object3,self,gaze,type,subset,fold
обнаружь трещину что находится правее пропасти что левее лесополосы,relation2,8,7,0,0,0,8,0,5,5,4,4,0,0,generator,train,-1
обозревай кучу которая левее провала который располагается слева от постройки,relation2,8,9,0,0,0,7,0,4,5,4,1,0,0,generator,train,-1
оставь позади берёзу спереди от упавшего человека который за светильником,relation2,8,8,0,0,0,2,0,3,9,2,13,0,0,generator,valid,-1
начни обозревать упавшее дерево что рядом с оврагом находящийся около камушка,relation2,8,9,0,0,0,3,0,1,5,1,10,0,0,generator,train,-1
начни опережать загородку которая располагается справа от ребёнка располагающегося справа от упавшего человека,relation2,8,8,0,0,0,12,0,5,6,5,9,0,0,generator,valid,-1
обходи машину располагающуюся неподалеку от ольхи что располагается слева от коттеджа,relation2,8,8,0,0,0,14,0,1,2,4,1,0,0,generator,train,-1
обскочи валун который находится рядом с домиком что рядом с булыжником,relation2,8,8,0,0,0,11,0,1,1,1,10,0,0,generator,train,-1
рассматривай пригорок за сосной которая находится сзади от расщелины,relation2,8,9,0,0,0,7,0,2,2,2,8,0,0,generator,valid,-1
рассмотри лес который располагается позади останца что находится правее разлома,relation2,8,9,0,0,0,4,0,2,11,5,8,0,0,generator,train,-1
обходи свалившегося человека который находится спереди от срубленного дерева располагающееся перед пригорком,relation2,8,8,0,0,0,9,0,3,3,3,7,0,0,generator,train,-1
сдай до мужчины который спереди от камушка который находится около бугра,relation2,8,6,0,0,0,6,0,3,10,1,7,0,0,generator,valid,-1
отыщи пропасть что находится справа от барьера который находится за останцем,relation2,8,7,0,0,0,5,0,5,12,2,11,0,0,generator,train,-1
оставь позади постройку которая располагается за свалившимся человеком который слева от камушка,relation2,8,8,0,0,0,1,0,2,9,4,10,0,0,generator,valid,-1
осмотри останец что располагается позади булыжника что находится перед человеком,relation2,8,9,0,0,0,11,0,2,10,3,6,0,0,generator,train,-1
отыщи лампу что располагается справа от бугра который правее пьяного человека,relation2,8,7,0,0,0,13,0,5,7,5,9,0,0,generator,valid,-1
уезжай к канаве что располагается спереди от столба располагающемуся спереди от камушка,relation2,8,6,0,0,0,5,0,3,13,3,10,0,0,generator,valid,-1
опереди лежащего человека который около расщелины что перед лесом,relation2,8,8,0,0,0,9,0,1,8,3,4,0,0,generator,train,-1
обходи провал перед железным конём располагающегося рядом с растением,relation2,8,8,0,0,0,5,0,3,14,1,2,0,0,generator,valid,-1
разыщи столб располагающийся неподалеку от тачки что перед сваленным деревом,relation2,8,7,0,0,0,13,0,1,14,3,3,0,0,generator,train,-1
при до валуна находящегося левее избы что левее упавшего человека,relation2,8,6,0,0,0,11,0,4,1,4,9,0,0,generator,valid,-1
объезжай валун что располагается позади леса находящийся неподалеку от светильника,relation2,8,8,0,0,0,11,0,2,4,1,13,0,0,generator,train,-1
опереди упавшего человека который находится перед рытвиной что находится рядом с сломанным деревом,relation2,8,8,0,0,0,9,0,3,5,1,3,0,0,generator,train,-1
начни чалить к холмику располагающемуся позади сломанного дерева которое располагается правее препятствия,relation2,8,6,0,0,0,7,0,2,3,5,12,0,0,generator,train,-1
найди железного коня правее строения которое находится спереди от возвышенности,relation2,8,7,0,0,0,14,0,5,1,3,7,0,0,generator,valid,-1
уходи к валуну который находится справа от леса который правее пропасти,relation2,8,6,0,0,0,11,0,5,4,5,5,0,0,generator,valid,-1
отыщи рытвину которая находится рядом с срубленным деревом что находится слева от валуна,relation2,8,7,0,0,0,5,0,1,3,4,11,0,0,generator,train,-1
пытайся объезжать камушек что располагается слева от трещины около автомобиля,relation2,8,8,0,0,0,10,0,4,8,1,14,0,0,generator,train,-1
катись до горы что рядом с валуном находящегося справа от дуба,relation2,8,6,0,0,0,7,0,1,11,5,2,0,0,generator,valid,-1
начинай брести к авто находящемуся позади оврага который справа от дуба,relation2,8,6,0,0,0,14,0,2,5,5,2,0,0,generator,valid,-1
разглядывай авто что находится справа от срубленного дерева находящееся правее канавы,relation2,8,9,0,0,0,14,0,5,3,5,5,0,0,generator,train,-1
отыщи булыгу которая располагается около разрыва который располагается за упавшим человеком,relation2,8,7,0,0,0,10,0,1,8,2,9,0,0,generator,train,-1
попробуй плыть до дубравы что правее провала что находится перед валуном,relation2,8,6,0,0,0,4,0,5,5,3,11,0,0,generator,train,-1
разыщи возвышенность что перед булыжником который находится позади столба,relation2,8,7,0,0,0,7,0,3,10,2,13,0,0,generator,train,-1
обнаружь гору что левее преграды которая находится позади валуна,relation2,8,7,0,0,0,7,0,4,12,2,11,0,0,generator,train,-1
убирайся к пьяному человеку располагающемуся перед камнем который правее здания,relation2,8,6,0,0,0,9,0,3,10,5,1,0,0,generator,train,-1
разыщи спиленное дерево располагающееся неподалеку от валуна который располагается слева от камушка,relation2,8,7,0,0,0,3,0,1,11,4,10,0,0,generator,valid,-1
припусти к булыге слева от пьяного человека который за преградой,relation2,8,6,0,0,0,10,0,4,9,2,12,0,0,generator,train,-1
попробуй осматривать впадину перед товарищем находящегося позади сломанного дерева,relation2,8,9,0,0,0,5,0,3,6,2,3,0,0,generator,train,-1
разглядывай останец который рядом с зданием располагающееся спереди от пригорка,relation2,8,9,0,0,0,11,0,1,1,3,7,0,0,generator,valid,-1
осматривай сваленное дерево которое спереди от автомобиля располагающийся правее светильника,relation2,8,9,0,0,0,3,0,3,14,5,13,0,0,generator,train,-1
осматривай сваленное дерево что спереди от железного коня что располагается рядом с валуном,relation2,8,9,0,0,0,3,0,3,14,1,11,0,0,generator,train,-1
обставь товарища который располагается за валуном что находится за упавшим человеком,relation2,8,8,0,0,0,6,0,2,11,2,9,0,0,generator,train,-1
тронься до лесополосы располагающейся спереди от спиленного дерева что располагается сзади от рытвины,relation2,8,6,0,0,0,4,0,3,3,2,5,0,0,generator,train,-1
потеряйся к автомобилю находящемуся слева от дерева которое находится слева от камня,relation2,8,6,0,0,0,14,0,4,2,4,10,0,0,generator,train,-1
разыщи останец находящийся левее домика который рядом с светом,relation2,8,7,0,0,0,11,0,4,1,1,13,0,0,generator,valid,-1
обходи яму что располагается перед домиком располагающийся позади рощи,relation2,8,8,0,0,0,5,0,3,1,2,4,0,0,generator,valid,-1
обскочи сосну что располагается правее валуна который справа от лампы,relation2,8,8,0,0,0,2,0,5,11,5,13,0,0,generator,valid,-1
начинай исследовать барьер что за пропастью находящуюся слева от человека,relation2,8,9,0,0,0,12,0,2,5,4,6,0,0,generator,valid,-1
кинься к свалившемуся человеку что около рощи располагающейся неподалеку от авто,relation2,8,6,0,0,0,9,0,1,4,1,14,0,0,generator,train,-1
разглядывай мужчину располагающегося неподалеку от загородки что находится за провалом,relation2,8,9,0,0,0,6,0,1,12,2,5,0,0,generator,train,-1
начинай обгонять валун что располагается рядом с упавшим человеком располагающегося правее избы,relation2,8,8,0,0,0,11,0,1,9,5,1,0,0,generator,valid,-1
пытайся рассматривать столб располагающийся рядом с сломанным деревом что находится за лесополосой,relation2,8,9,0,0,0,13,0,1,3,2,4,0,0,generator,train,-1
толкайся к товарищу что перед свалившимся человеком располагающемуся справа от канавы,relation2,8,6,0,0,0,6,0,3,9,5,5,0,0,generator,train,-1
опереди человека слева ,self,10,8,0,0,0,6,0,0,0,0,0,3,0,generator,train,-1
объезжай постройку левее тебя,self,10,8,0,0,0,1,0,0,0,0,0,3,0,generator,valid,-1
попробуй опережать преграду левее себя,self,10,8,0,0,0,12,0,0,0,0,0,3,0,generator,train,-1
объезжай разлом слева ,self,10,8,0,0,0,8,0,0,0,0,0,3,0,generator,train,-1
осмотри булыгу спереди себя,self,10,9,0,0,0,10,0,0,0,0,0,2,0,generator,train,-1
съезди до ольхи правее тебя,self,10,6,0,0,0,2,0,0,0,0,0,4,0,generator,train,-1
пытайся течь до столба за тобой,self,10,6,0,0,0,13,0,0,0,0,0,1,0,generator,valid,-1
обскочи пьяного человека перед собой,self,10,8,0,0,0,9,0,0,0,0,0,2,0,generator,train,-1
обходи лежащего человека левее тебя,self,10,8,0,0,0,9,0,0,0,0,0,3,0,generator,train,-1
разыщи чащу сзади себя,self,10,7,0,0,0,4,0,0,0,0,0,1,0,generator,train,-1
начни направляться до пригорка левее тебя,self,10,6,0,0,0,7,0,0,0,0,0,3,0,generator,valid,-1
доставь себя до упавшего человека справа ,self,10,6,0,0,0,9,0,0,0,0,0,4,0,generator,train,-1
направляйся к лесополосе сзади тебя,self,10,6,0,0,0,4,0,0,0,0,0,1,0,generator,train,-1
начинай разглядывать машину спереди ,self,10,9,0,0,0,14,0,0,0,0,0,2,0,generator,train,-1
осматривай светильник спереди тебя,self,10,9,0,0,0,13,0,0,0,0,0,2,0,generator,train,-1
обнаружь разрыв левее тебя,self,10,7,0,0,0,8,0,0,0,0,0,3,0,generator,train,-1
попробуй разглядывать рытвину слева от тебя,self,10,9,0,0,0,5,0,0,0,0,0,3,0,generator,train,-1
отыщи загородку перед тобой,self,10,7,0,0,0,12,0,0,0,0,0,2,0,generator,train,-1
обнаружь лежащего человека за собой,self,10,7,0,0,0,9,0,0,0,0,0,1,0,generator,train,-1
обнаружь ограждение позади ,self,10,7,0,0,0,12,0,0,0,0,0,1,0,generator,valid,-1
пытайся осматривать пьяного человека правее ,self,10,9,0,0,0,9,0,0,0,0,0,4,0,generator,train,-1
попробуй рассматривать рытвину слева от себя,self,10,9,0,0,0,5,0,0,0,0,0,3,0,generator,valid,-1
найди пропасть спереди себя,self,10,7,0,0,0,5,0,0,0,0,0,2,0,generator,train,-1
соверши телепортацию до товарища сзади тебя,self,10,6,0,0,0,6,0,0,0,0,0,1,0,generator,valid,-1
опереди автомобиль слева от тебя,self,10,8,0,0,0,14,0,0,0,0,0,3,0,generator,valid,-1
разыщи лес слева от себя,self,10,7,0,0,0,4,0,0,0,0,0,3,0,generator,valid,-1
обходи разлом справа от себя,self,10,8,0,0,0,8,0,0,0,0,0,4,0,generator,train,-1
пытайся обскакивать расщелину сзади тебя,self,10,8,0,0,0,8,0,0,0,0,0,1,0,generator,train,-1
опережай свет перед тобой,self,10,8,0,0,0,13,0,0,0,0,0,2,0,generator,train,-1
обскочи возвышенность слева от себя,self,10,8,0,0,0,7,0,0,0,0,0,3,0,generator,train,-1
осмотри сломанное дерево справа ,self,10,9,0,0,0,3,0,0,0,0,0,4,0,generator,train,-1
обходи лежащего человека сзади себя,self,10,8,0,0,0,9,0,0,0,0,0,1,0,generator,valid,-1
попробуй обозревать булыгу справа от себя,self,10,9,0,0,0,10,0,0,0,0,0,4,0,generator,train,-1
обследуй провал справа ,self,10,9,0,0,0,5,0,0,0,0,0,4,0,generator,train,-1
обнаружь кучу спереди ,self,10,7,0,0,0,7,0,0,0,0,0,2,0,generator,valid,-1
рассмотри пригорок позади тебя,self,10,9,0,0,0,7,0,0,0,0,0,1,0,generator,train,-1
денься до сломанного дерева спереди тебя,self,10,6,0,0,0,3,0,0,0,0,0,2,0,generator,train,-1
сдвигайся до ямы правее ,self,10,6,0,0,0,5,0,0,0,0,0,4,0,generator,train,-1
оставь позади валун сзади тебя,self,10,8,0,0,0,11,0,0,0,0,0,1,0,generator,train,-1
разыщи горку слева ,self,10,7,0,0,0,7,0,0,0,0,0,3,0,generator,train,-1
попробуй рассматривать коттедж позади тебя,self,10,9,0,0,0,1,0,0,0,0,0,1,0,generator,train,-1
попробуй ступать к машине правее ,self,10,6,0,0,0,14,0,0,0,0,0,4,0,generator,valid,-1
обозревай человека впереди тебя,self,10,9,0,0,0,6,0,0,0,0,0,2,0,generator,valid,-1
обставь особняк левее себя,self,10,8,0,0,0,1,0,0,0,0,0,3,0,generator,valid,-1
попробуй опережать тачку слева от тебя,self,10,8,0,0,0,14,0,0,0,0,0,3,0,generator,valid,-1
разыщи валун правее ,self,10,7,0,0,0,11,0,0,0,0,0,4,0,generator,valid,-1
отыщи валун за собой,self,10,7,0,0,0,11,0,0,0,0,0,1,0,generator,train,-1
опереди упавшее дерево слева от тебя,self,10,8,0,0,0,3,0,0,0,0,0,3,0,generator,train,-1
исследуй разрыв левее тебя,self,10,9,0,0,0,8,0,0,0,0,0,3,0,generator,train,-1
разыщи столб справа от тебя,self,10,7,0,0,0,13,0,0,0,0,0,4,0,generator,valid,-1
откатись до возвышенности за тобой,self,10,6,0,0,0,7,0,0,0,0,0,1,0,generator,train,-1
осмотри кучу справа от себя,self,10,9,0,0,0,7,0,0,0,0,0,4,0,generator,train,-1
пытайся обгонять разлом спереди тебя,self,10,8,0,0,0,8,0,0,0,0,0,2,0,generator,train,-1
начинай осматривать пригорок перед собой,self,10,9,0,0,0,7,0,0,0,0,0,2,0,generator,valid,-1
оставь позади спиленное дерево позади тебя,self,10,8,0,0,0,3,0,0,0,0,0,1,0,generator,train,-1
начни обскакивать булыжник сзади тебя,self,10,8,0,0,0,10,0,0,0,0,0,1,0,generator,train,-1
обозревай камушек левее себя,self,10,9,0,0,0,10,0,0,0,0,0,3,0,generator,valid,-1
поднемись к камню за тобой,self,10,6,0,0,0,10,0,0,0,0,0,1,0,generator,valid,-1
отыщи берёзу сзади ,self,10,7,0,0,0,2,0,0,0,0,0,1,0,generator,valid,-1
рассматривай автомобиль сзади себя,self,10,9,0,0,0,14,0,0,0,0,0,1,0,generator,train,-1
переместись до сломанного дерева справа от себя,self,10,6,0,0,0,3,0,0,0,0,0,4,0,generator,valid,-1
сдай до дуба правее ,self,10,6,0,0,0,2,0,0,0,0,0,4,0,generator,train,-1
обозревай разрыв перед тобой,self,10,9,0,0,0,8,0,0,0,0,0,2,0,generator,valid,-1
обозревай холмик сзади себя,self,10,9,0,0,0,7,0,0,0,0,0,1,0,generator,train,-1
объезжай домик левее ,self,10,8,0,0,0,1,0,0,0,0,0,3,0,generator,train,-1
начни подниматься до ямы правее себя,self,10,6,0,0,0,5,0,0,0,0,0,4,0,generator,train,-1
опереди пьяного человека за собой,self,10,8,0,0,0,9,0,0,0,0,0,1,0,generator,train,-1
обставь холм позади себя,self,10,8,0,0,0,7,0,0,0,0,0,1,0,generator,train,-1
начни сдвигаться до пьяного человека справа ,self,10,6,0,0,0,9,0,0,0,0,0,4,0,generator,train,-1
съезди к впадине позади ,self,10,6,0,0,0,5,0,0,0,0,0,1,0,generator,train,-1
проезжай до сосны справа от себя,self,10,6,0,0,0,2,0,0,0,0,0,4,0,generator,train,-1
обнаружь лежащего человека справа от тебя,self,10,7,0,0,0,9,0,0,0,0,0,4,0,generator,train,-1
поезжай до автомобиля справа от тебя,self,10,6,0,0,0,14,0,0,0,0,0,4,0,generator,train,-1
отыщи даму правее тебя,self,10,7,0,0,0,6,0,0,0,0,0,4,0,generator,train,-1
обнаружь останец слева ,self,10,7,0,0,0,11,0,0,0,0,0,3,0,generator,train,-1
начни шлёпать к товарищу слева от себя,self,10,6,0,0,0,6,0,0,0,0,0,3,0,generator,train,-1
осмотри разлом позади себя,self,10,9,0,0,0,8,0,0,0,0,0,1,0,generator,valid,-1
обнаружь трещину слева от себя,self,10,7,0,0,0,8,0,0,0,0,0,3,0,generator,valid,-1
обозревай железного коня правее ,self,10,9,0,0,0,14,0,0,0,0,0,4,0,generator,train,-1
начни обскакивать преграду справа от тебя,self,10,8,0,0,0,12,0,0,0,0,0,4,0,generator,valid,-1
отыщи впадину левее ,self,10,7,0,0,0,5,0,0,0,0,0,3,0,generator,valid,-1
разыщи срубленное дерево справа ,self,10,7,0,0,0,3,0,0,0,0,0,4,0,generator,train,-1
обставь камушек левее себя,self,10,8,0,0,0,10,0,0,0,0,0,3,0,generator,valid,-1
разыщи булыгу перед тобой,self,10,7,0,0,0,10,0,0,0,0,0,2,0,generator,train,-1
пытайся осматривать провал правее ,self,10,9,0,0,0,5,0,0,0,0,0,4,0,generator,valid,-1
начинай тянуть к провалу справа ,self,10,6,0,0,0,5,0,0,0,0,0,4,0,generator,train,-1
опережай светильник за собой,self,10,8,0,0,0,13,0,0,0,0,0,1,0,generator,train,-1
осуществи перемещение до столба слева от тебя,self,10,6,0,0,0,13,0,0,0,0,0,3,0,generator,train,-1
начни исследовать загородку перед собой,self,10,9,0,0,0,12,0,0,0,0,0,2,0,generator,valid,-1
обходи яму позади тебя,self,10,8,0,0,0,5,0,0,0,0,0,1,0,generator,train,-1
оставь позади авто сзади себя,self,10,8,0,0,0,14,0,0,0,0,0,1,0,generator,train,-1
опереди товарища правее тебя,self,10,8,0,0,0,6,0,0,0,0,0,4,0,generator,train,-1
оставь позади яму справа ,self,10,8,0,0,0,5,0,0,0,0,0,4,0,generator,train,-1
рассмотри особняк справа от тебя,self,10,9,0,0,0,1,0,0,0,0,0,4,0,generator,train,-1
пытайся волочься до сломанного дерева левее себя,self,10,6,0,0,0,3,0,0,0,0,0,3,0,generator,train,-1
отыщи разрыв впереди ,self,10,7,0,0,0,8,0,0,0,0,0,2,0,generator,valid,-1
начинай объезжать сосну позади тебя,self,10,8,0,0,0,2,0,0,0,0,0,1,0,generator,train,-1
обследуй мужчину за тобой,self,10,9,0,0,0,6,0,0,0,0,0,1,0,generator,train,-1
разыщи сваленное дерево правее себя,self,10,7,0,0,0,3,0,0,0,0,0,4,0,generator,valid,-1
прохаживай к сломанному дереву правее себя,self,10,6,0,0,0,3,0,0,0,0,0,4,0,generator,train,-1
разыщи лежащего человека перед собой,self,10,7,0,0,0,9,0,0,0,0,0,2,0,generator,train,-1
обнаружь автомобиль правее себя,self,10,7,0,0,0,14,0,0,0,0,0,4,0,generator,train,-1
попробуй уезжать к пропасти слева ,self,10,6,0,0,0,5,0,0,0,0,0,3,0,generator,train,-1
отыщи трещину сзади ,self,10,7,0,0,0,8,0,0,0,0,0,1,0,generator,train,-1
отыщи пьяного человека сзади себя,self,10,7,0,0,0,9,0,0,0,0,0,1,0,generator,valid,-1
осмотри машину справа от себя,self,10,9,0,0,0,14,0,0,0,0,0,4,0,generator,train,-1
обнаружь лесополосу справа от тебя,self,10,7,0,0,0,4,0,0,0,0,0,4,0,generator,train,-1
осмотри дубраву справа ,self,10,9,0,0,0,4,0,0,0,0,0,4,0,generator,train,-1
попробуй обгонять разлом правее тебя,self,10,8,0,0,0,8,0,0,0,0,0,4,0,generator,train,-1
исследуй автомобиль правее тебя,self,10,9,0,0,0,14,0,0,0,0,0,4,0,generator,train,-1
начинай разглядывать упавшее дерево впереди себя,self,10,9,0,0,0,3,0,0,0,0,0,2,0,generator,train,-1
выбирайся до пропасти за тобой,self,10,6,0,0,0,5,0,0,0,0,0,1,0,generator,train,-1
обходи строение впереди себя,self,10,8,0,0,0,1,0,0,0,0,0,2,0,generator,train,-1
обнаружь дубраву спереди тебя,self,10,7,0,0,0,4,0,0,0,0,0,2,0,generator,train,-1
осмотри мужчину спереди ,self,10,9,0,0,0,6,0,0,0,0,0,2,0,generator,train,-1
обследуй валун правее ,self,10,9,0,0,0,11,0,0,0,0,0,4,0,generator,train,-1
разглядывай дом позади тебя,self,10,9,0,0,0,1,0,0,0,0,0,1,0,generator,train,-1
опереди гору перед тобой,self,10,8,0,0,0,7,0,0,0,0,0,2,0,generator,train,-1
обходи горку справа от тебя,self,10,8,0,0,0,7,0,0,0,0,0,4,0,generator,train,-1
исследуй автомобиль левее себя,self,10,9,0,0,0,14,0,0,0,0,0,3,0,generator,train,-1
осматривай срубленное дерево впереди ,self,10,9,0,0,0,3,0,0,0,0,0,2,0,generator,train,-1
опережай булыжник правее тебя,self,10,8,0,0,0,10,0,0,0,0,0,4,0,generator,valid,-1
разыщи человека за собой,self,10,7,0,0,0,6,0,0,0,0,0,1,0,generator,train,-1
обскочи машину справа от тебя,self,10,8,0,0,0,14,0,0,0,0,0,4,0,generator,train,-1
пытайся давать до расщелины сзади ,self,10,6,0,0,0,8,0,0,0,0,0,1,0,generator,train,-1
обнаружь лес справа от себя,self,10,7,0,0,0,4,0,0,0,0,0,4,0,generator,train,-1
разыщи особняк справа от тебя,self,10,7,0,0,0,1,0,0,0,0,0,4,0,generator,valid,-1
осмотри камушек левее тебя,self,10,9,0,0,0,10,0,0,0,0,0,3,0,generator,train,-1
начинай основываться к бугру перед тобой,self,10,6,0,0,0,7,0,0,0,0,0,2,0,generator,train,-1
выметайся до товарища левее себя,self,10,6,0,0,0,6,0,0,0,0,0,3,0,generator,train,-1
обследуй фонарь левее себя,self,10,9,0,0,0,13,0,0,0,0,0,3,0,generator,train,-1
тронься к дому левее ,self,10,6,0,0,0,1,0,0,0,0,0,3,0,generator,train,-1
начни выметаться до сломанного дерева впереди тебя,self,10,6,0,0,0,3,0,0,0,0,0,2,0,generator,train,-1
разыщи разрыв сзади ,self,10,7,0,0,0,8,0,0,0,0,0,1,0,generator,valid,-1
начинай разглядывать рытвину сзади ,self,10,9,0,0,0,5,0,0,0,0,0,1,0,generator,train,-1
рассмотри дом правее себя,self,10,9,0,0,0,1,0,0,0,0,0,4,0,generator,train,-1
отыщи строение сзади ,self,10,7,0,0,0,1,0,0,0,0,0,1,0,generator,train,-1
прорывайся до ольхи перед тобой,self,10,6,0,0,0,2,0,0,0,0,0,2,0,generator,train,-1
начинай грести до канавы правее ,self,10,6,0,0,0,5,0,0,0,0,0,4,0,generator,train,-1
найди сломанное дерево за собой,self,10,7,0,0,0,3,0,0,0,0,0,1,0,generator,train,-1
разыщи дом слева ,self,10,7,0,0,0,1,0,0,0,0,0,3,0,generator,train,-1
пытайся обскакивать трещину слева от себя,self,10,8,0,0,0,8,0,0,0,0,0,3,0,generator,valid,-1
рассмотри булыжник слева от тебя,self,10,9,0,0,0,10,0,0,0,0,0,3,0,generator,train,-1
осматривай домик левее ,self,10,9,0,0,0,1,0,0,0,0,0,3,0,generator,valid,-1
оставь позади загородку справа от тебя,self,10,8,0,0,0,12,0,0,0,0,0,4,0,generator,train,-1
начни обскакивать упавшего человека справа от тебя,self,10,8,0,0,0,9,0,0,0,0,0,4,0,generator,train,-1
обскочи мужчину спереди тебя,self,10,8,0,0,0,6,0,0,0,0,0,2,0,generator,train,-1
обскочи бугор за тобой,self,10,8,0,0,0,7,0,0,0,0,0,1,0,generator,valid,-1
опереди железного коня сзади тебя,self,10,8,0,0,0,14,0,0,0,0,0,1,0,generator,valid,-1
отыщи преграду правее ,self,10,7,0,0,0,12,0,0,0,0,0,4,0,generator,train,-1
обозревай упавшего человека сзади себя,self,10,9,0,0,0,9,0,0,0,0,0,1,0,generator,valid,-1
основывайся до берёзы позади себя,self,10,6,0,0,0,2,0,0,0,0,0,1,0,generator,train,-1
разыщи рощу слева от себя,self,10,7,0,0,0,4,0,0,0,0,0,3,0,generator,train,-1
скатывайся до авто впереди себя,self,10,6,0,0,0,14,0,0,0,0,0,2,0,generator,train,-1
обгоняй расщелину спереди ,self,10,8,0,0,0,8,0,0,0,0,0,2,0,generator,valid,-1
обходи разрыв позади ,self,10,8,0,0,0,8,0,0,0,0,0,1,0,generator,train,-1
найди железного коня левее тебя,self,10,7,0,0,0,14,0,0,0,0,0,3,0,generator,train,-1
выходи до автомобиля сзади ,self,10,6,0,0,0,14,0,0,0,0,0,1,0,generator,train,-1
отыщи автомобиль левее ,self,10,7,0,0,0,14,0,0,0,0,0,3,0,generator,train,-1
пошел до мужчины перед тобой,self,10,6,0,0,0,6,0,0,0,0,0,2,0,generator,valid,-1
обнаружь барьер справа от себя,self,10,7,0,0,0,12,0,0,0,0,0,4,0,generator,valid,-1
обходи рощу сзади себя,self,10,8,0,0,0,4,0,0,0,0,0,1,0,generator,train,-1
обнаружь разрыв за собой,self,10,7,0,0,0,8,0,0,0,0,0,1,0,generator,train,-1
отыщи срубленное дерево слева от себя,self,10,7,0,0,0,3,0,0,0,0,0,3,0,generator,train,-1
обнаружь камушек за тобой,self,10,7,0,0,0,10,0,0,0,0,0,1,0,generator,train,-1
шарь до тачки спереди себя,self,10,6,0,0,0,14,0,0,0,0,0,2,0,generator,train,-1
оставь позади канаву справа от себя,self,10,8,0,0,0,5,0,0,0,0,0,4,0,generator,train,-1
обнаружь тачку за собой,self,10,7,0,0,0,14,0,0,0,0,0,1,0,generator,train,-1
попробуй выбегать к ограждению левее ,self,10,6,0,0,0,12,0,0,0,0,0,3,0,generator,train,-1
плыви до светильника слева ,self,10,6,0,0,0,13,0,0,0,0,0,3,0,generator,train,-1
разыщи берёзу слева от себя,self,10,7,0,0,0,2,0,0,0,0,0,3,0,generator,train,-1
разыщи останец за собой,self,10,7,0,0,0,11,0,0,0,0,0,1,0,generator,train,-1
загребай до булыжника спереди тебя,self,10,6,0,0,0,10,0,0,0,0,0,2,0,generator,train,-1
попробуй приходить до упавшего человека левее себя,self,10,6,0,0,0,9,0,0,0,0,0,3,0,generator,train,-1
обнаружь кучу слева от тебя,self,10,7,0,0,0,7,0,0,0,0,0,3,0,generator,valid,-1
пытайся командироваться к спиленному дереву левее себя,self,10,6,0,0,0,3,0,0,0,0,0,3,0,generator,train,-1
оставь позади женщину справа ,self,10,8,0,0,0,6,0,0,0,0,0,4,0,generator,train,-1
выбрасывайся до дубравы справа от тебя,self,10,6,0,0,0,4,0,0,0,0,0,4,0,generator,train,-1
тронься к канаве справа ,self,10,6,0,0,0,5,0,0,0,0,0,4,0,generator,train,-1
рассмотри холмик правее тебя,self,10,9,0,0,0,7,0,0,0,0,0,4,0,generator,train,-1
объезжай лежащего человека впереди себя,self,10,8,0,0,0,9,0,0,0,0,0,2,0,generator,valid,-1
пытайся осматривать поваленное дерево справа от себя,self,10,9,0,0,0,3,0,0,0,0,0,4,0,generator,valid,-1
начинай обскакивать столб слева от себя,self,10,8,0,0,0,13,0,0,0,0,0,3,0,generator,train,-1
обходи тачку правее себя,self,10,8,0,0,0,14,0,0,0,0,0,4,0,generator,train,-1
отыщи камень справа ,self,10,7,0,0,0,10,0,0,0,0,0,4,0,generator,train,-1
обходи столб правее себя,self,10,8,0,0,0,13,0,0,0,0,0,4,0,generator,train,-1
начни опережать яму впереди себя,self,10,8,0,0,0,5,0,0,0,0,0,2,0,generator,valid,-1
обгоняй авто сзади тебя,self,10,8,0,0,0,14,0,0,0,0,0,1,0,generator,train,-1
обскочи упавшее дерево перед тобой,self,10,8,0,0,0,3,0,0,0,0,0,2,0,generator,valid,-1
рассмотри дуб впереди себя,self,10,9,0,0,0,2,0,0,0,0,0,2,0,generator,valid,-1
поезжай к холму правее себя,self,10,6,0,0,0,7,0,0,0,0,0,4,0,generator,train,-1
начни исследовать пьяного человека сзади себя,self,10,9,0,0,0,9,0,0,0,0,0,1,0,generator,train,-1
обнаружь упавшего человека справа ,self,10,7,0,0,0,9,0,0,0,0,0,4,0,generator,train,-1
приближайся до загородки левее ,self,10,6,0,0,0,12,0,0,0,0,0,3,0,generator,train,-1
отыщи лампу за тобой,self,10,7,0,0,0,13,0,0,0,0,0,1,0,generator,train,-1
пытайся шаркать к даме правее ,self,10,6,0,0,0,6,0,0,0,0,0,4,0,generator,train,-1
найди чащу перед тобой,self,10,7,0,0,0,4,0,0,0,0,0,2,0,generator,valid,-1
обскочи пьяного человека сзади тебя,self,10,8,0,0,0,9,0,0,0,0,0,1,0,generator,train,-1
обходи дубраву сзади себя,self,10,8,0,0,0,4,0,0,0,0,0,1,0,generator,train,-1
становись к свалившемуся человеку перед собой,self,10,6,0,0,0,9,0,0,0,0,0,2,0,generator,valid,-1
обскочи загородку левее себя,self,10,8,0,0,0,12,0,0,0,0,0,3,0,generator,train,-1
обставь машину слева от тебя,self,10,8,0,0,0,14,0,0,0,0,0,3,0,generator,train,-1
начинай рассматривать лежащего человека левее ,self,10,9,0,0,0,9,0,0,0,0,0,3,0,generator,train,-1
сделай бросок к лежащему человеку правее тебя,self,10,6,0,0,0,9,0,0,0,0,0,4,0,generator,valid,-1
объезжай машину за тобой,self,10,8,0,0,0,14,0,0,0,0,0,1,0,generator,train,-1
осмотри расщелину левее ,self,10,9,0,0,0,8,0,0,0,0,0,3,0,generator,train,-1
