x;y_name;y;action;direction;meters;degshours;object1;nearest;relation1;object2;relation2;object3;self;gaze;delayed;type
пытайся обгонять человека, который располагается перед препятствием слева от дуба;relation2;8;8;0;0;0;6;0;3;12;4;2;0;0;0;generator
найди сломанное дерево, что неподалеку от холмика, что располагается левее женщины;relation2;8;7;0;0;0;3;0;1;7;4;6;0;0;0;generator
начни лететь к избе, которая находится рядом с булыжником, располагающемуся за загородкой;relation2;8;6;0;0;0;1;0;1;10;2;12;0;0;0;generator
начни разглядывать кучу, что располагается слева от столба, который находится левее свалившегося человека;relation2;8;9;0;0;0;7;0;4;13;4;9;0;0;0;generator
обскочи столб правее здания, которое располагается позади женщины;relation2;8;8;0;0;0;13;0;5;1;2;6;0;0;0;generator
обскочи сломанное дерево, которое располагается слева от лесополосы, находящуюся неподалеку от тачки;relation2;8;8;0;0;0;3;0;4;4;1;14;0;0;0;generator
рассматривай поваленное дерево, располагающееся перед камнем слева от валуна;relation2;8;9;0;0;0;3;0;3;10;4;11;0;0;0;generator
обследуй ограждение, что спереди от останца, который располагается перед сломанным деревом;relation2;8;9;0;0;0;12;0;3;11;3;3;0;0;0;generator
рассматривай камень левее пропасти, что располагается правее дамы;relation2;8;9;0;0;0;10;0;4;5;5;6;0;0;0;generator
осмотри даму, что располагается неподалеку от лесополосы, что находится за останцем;relation2;8;9;0;0;0;6;0;1;4;2;11;0;0;0;generator
объезжай лесополосу, что располагается правее барьера, который находится левее авто;relation2;8;8;0;0;0;4;0;5;12;4;14;0;0;0;generator
начинай опережать лесополосу, находящуюся правее камушка, располагающийся за постройкой;relation2;8;8;0;0;0;4;0;5;10;2;1;0;0;0;generator
шмыгай к камню, что располагается левее срубленного дерева, что располагается позади лежащего человека;relation2;8;6;0;0;0;10;0;4;3;2;9;0;0;0;generator
пытайся опережать рощу, что слева от останца, который располагается правее лежащего человека;relation2;8;8;0;0;0;4;0;4;11;5;9;0;0;0;generator
объезжай машину, что левее разрыва, который находится справа от срубленного дерева;relation2;8;8;0;0;0;14;0;4;8;5;3;0;0;0;generator
обозревай свалившегося человека, что располагается за сосной, которая рядом с чащей;relation2;8;9;0;0;0;9;0;2;2;1;4;0;0;0;generator
начни обскакивать столб, что находится позади разлома, располагающийся около постройки;relation2;8;8;0;0;0;13;0;2;8;1;1;0;0;0;generator
обскакивай разрыв позади горки, которая спереди от леса;relation2;8;8;0;0;0;8;0;2;7;3;4;0;0;0;generator
обозревай сваленное дерево, что располагается за рощей, что располагается левее валуна;relation2;8;9;0;0;0;3;0;2;4;4;11;0;0;0;generator
отыщи сваленное дерево, располагающееся перед провалом правее препятствия;relation2;8;7;0;0;0;3;0;3;5;5;12;0;0;0;generator
обнаружь дубраву, находящуюся сзади от дома, который за свалившимся человеком;relation2;8;7;0;0;0;4;0;2;1;2;9;0;0;0;generator
пытайся разглядывать пьяного человека, что располагается слева от упавшего дерева, находящееся около авто;relation2;8;9;0;0;0;9;0;4;3;1;14;0;0;0;generator
разыщи мужчину, который находится слева от барьера, располагающийся спереди от останца;relation2;8;7;0;0;0;6;0;4;12;3;11;0;0;0;generator
осмотри лежащего человека, находящегося справа от возвышенности, располагающуюся рядом с трещиной;relation2;8;9;0;0;0;9;0;5;7;1;8;0;0;0;generator
опережай постройку, которая слева от пригорка слева от железного коня;relation2;8;8;0;0;0;1;0;4;7;4;14;0;0;0;generator
осмотри свет, который находится спереди от коттеджа, который справа от упавшего человека;relation2;8;9;0;0;0;13;0;3;1;5;9;0;0;0;generator
спускайся до особняка, который неподалеку от железного коня, что находится перед преградой;relation2;8;6;0;0;0;1;0;1;14;3;12;0;0;0;generator
опереди спиленное дерево, что находится левее разлома, находящийся левее дубравы;relation2;8;8;0;0;0;3;0;4;8;4;4;0;0;0;generator
попробуй обозревать бугор, располагающийся за избой, что располагается спереди от дубравы;relation2;8;9;0;0;0;7;0;2;1;3;4;0;0;0;generator
осмотри товарища, что находится левее сваленного дерева, что неподалеку от пьяного человека;relation2;8;9;0;0;0;6;0;4;3;1;9;0;0;0;generator
начинай рассматривать рытвину, располагающуюся перед домиком, что располагается рядом с камнем;relation2;8;9;0;0;0;5;0;3;1;1;10;0;0;0;generator
обскочи упавшее дерево, что перед рытвиной, которая располагается справа от трещины;relation2;8;8;0;0;0;3;0;3;5;5;8;0;0;0;generator
осматривай свалившегося человека неподалеку от сосны, располагающуюся правее бугра;relation2;8;9;0;0;0;9;0;1;2;5;7;0;0;0;generator
разыщи разлом, что находится левее дерева, которое находится перед валуном;relation2;8;7;0;0;0;8;0;4;2;3;11;0;0;0;generator
отыщи чащу, которая сзади от фонаря, что располагается за мужчиной;relation2;8;7;0;0;0;4;0;2;13;2;6;0;0;0;generator
рассмотри ребёнка, что располагается рядом с лесополосой, которая находится левее железного коня;relation2;8;9;0;0;0;6;0;1;4;4;14;0;0;0;generator
оставь позади товарища, который находится слева от столба, который располагается около препятствия;relation2;8;8;0;0;0;6;0;4;13;1;12;0;0;0;generator
опереди растение, что располагается правее дубравы, которая слева от упавшего человека;relation2;8;8;0;0;0;2;0;5;4;4;9;0;0;0;generator
опереди булыгу, которая находится неподалеку от леса, который располагается сзади от расщелины;relation2;8;8;0;0;0;10;0;1;4;2;8;0;0;0;generator
опереди упавшее дерево неподалеку от дуба, что справа от фонаря;relation2;8;8;0;0;0;3;0;1;2;5;13;0;0;0;generator
рассмотри булыжник, который рядом с сваленным деревом, которое располагается левее рытвины;relation2;8;9;0;0;0;10;0;1;3;4;5;0;0;0;generator
осмотри камень, что располагается перед пропастью, которая располагается сзади от загородки;relation2;8;9;0;0;0;10;0;3;5;2;12;0;0;0;generator
трюшчи до препятствия, которое слева от валуна, что находится правее кучи;relation2;8;6;0;0;0;12;0;4;11;5;7;0;0;0;generator
начни обследовать лесополосу, располагающуюся около растения за дамой;relation2;8;9;0;0;0;4;0;1;2;2;6;0;0;0;generator
начинай подвигаться к дереву, которое слева от фонаря, что неподалеку от спиленного дерева;relation2;8;6;0;0;0;2;0;4;13;1;3;0;0;0;generator
иди до кучи, которая перед коттеджем, располагающегося спереди от камушка;relation2;8;6;0;0;0;7;0;3;1;3;10;0;0;0;generator
разыщи трещину, располагающуюся левее холма левее избы;relation2;8;7;0;0;0;8;0;4;7;4;1;0;0;0;generator
попробуй течь к ребёнку, что располагается спереди от лесополосы, которая располагается около булыжника;relation2;8;6;0;0;0;6;0;3;4;1;10;0;0;0;generator
обходи лампу, находящуюся спереди от товарища, находящегося рядом с останцем;relation2;8;8;0;0;0;13;0;3;6;1;11;0;0;0;generator
начинай колобродить до ребёнка, который располагается слева от останца, который располагается правее железного коня;relation2;8;6;0;0;0;6;0;4;11;5;14;0;0;0;generator
начинай осматривать железного коня, что спереди от булыжника, что находится рядом с валуном;relation2;8;9;0;0;0;14;0;3;10;1;11;0;0;0;generator
начинай обскакивать трещину, что располагается позади холмика слева от валуна;relation2;8;8;0;0;0;8;0;2;7;4;11;0;0;0;generator
обставь расщелину, располагающуюся около берёзы, что располагается справа от светильника;relation2;8;8;0;0;0;8;0;1;2;5;13;0;0;0;generator
обгоняй срубленное дерево, находящееся рядом с лесом, располагающийся сзади от светильника;relation2;8;8;0;0;0;3;0;1;4;2;13;0;0;0;generator
разыщи постройку, которая находится правее мужчины слева от горы;relation2;8;7;0;0;0;1;0;5;6;4;7;0;0;0;generator
разыщи столб левее преграды, которая располагается справа от разрыва;relation2;8;7;0;0;0;13;0;4;12;5;8;0;0;0;generator
разыщи лесополосу, которая находится справа от валуна, который располагается слева от пьяного человека;relation2;8;7;0;0;0;4;0;5;11;4;9;0;0;0;generator
отыщи ребёнка рядом с дубравой, находящуюся перед камушком;relation2;8;7;0;0;0;6;0;1;4;3;10;0;0;0;generator
опереди впадину, что слева от железного коня, который находится сзади от холма;relation2;8;8;0;0;0;5;0;4;14;2;7;0;0;0;generator
обскакивай валун, находящийся сзади от трещины справа от холмика;relation2;8;8;0;0;0;11;0;2;8;5;7;0;0;0;generator
зайди до ограждения, что находится левее лежащего человека, что справа от растения;relation2;8;6;0;0;0;12;0;4;9;5;2;0;0;0;generator
опереди чащу, располагающуюся рядом с светильником, что находится правее свалившегося человека;relation2;8;8;0;0;0;4;0;1;13;5;9;0;0;0;generator
осматривай рытвину, которая находится правее тачки, которая располагается левее сосны;relation2;8;9;0;0;0;5;0;5;14;4;2;0;0;0;generator
обставь сломанное дерево, что левее оврага, который находится рядом с останцем;relation2;8;8;0;0;0;3;0;4;5;1;11;0;0;0;generator
обгоняй разлом сзади от преграды, располагающуюся справа от камушка;relation2;8;8;0;0;0;8;0;2;12;5;10;0;0;0;generator
припусти до упавшего человека, что располагается левее спиленного дерева, что правее барьера;relation2;8;6;0;0;0;9;0;4;3;5;12;0;0;0;generator
кинься к машине, которая находится спереди от человека, что справа от впадины;relation2;8;6;0;0;0;14;0;3;6;5;5;0;0;0;generator
рассмотри автомобиль рядом с валуном, который располагается перед спиленным деревом;relation2;8;9;0;0;0;14;0;1;11;3;3;0;0;0;generator
рассмотри валун, что располагается левее коттеджа, который находится слева от камня;relation2;8;9;0;0;0;11;0;4;1;4;10;0;0;0;generator
пытайся шлёпать до дамы, располагающейся спереди от коттеджа, что находится правее расщелины;relation2;8;6;0;0;0;6;0;3;1;5;8;0;0;0;generator
поднимайся до столба, который находится справа от преграды, что за срубленным деревом;relation2;8;6;0;0;0;13;0;5;12;2;3;0;0;0;generator
опереди камушек, который спереди от препятствия за поваленным деревом;relation2;8;8;0;0;0;10;0;3;12;2;3;0;0;0;generator
найди берёзу, располагающуюся левее дома, находящийся неподалеку от дубравы;relation2;8;7;0;0;0;2;0;4;1;1;4;0;0;0;generator
обнаружь валун рядом с поваленным деревом, что находится справа от сосны;relation2;8;7;0;0;0;11;0;1;3;5;2;0;0;0;generator
начни осматривать срубленное дерево, что слева от останца, что располагается спереди от пьяного человека;relation2;8;9;0;0;0;3;0;4;11;3;9;0;0;0;generator
осматривай фонарь, что позади камня, который находится позади оврага;relation2;8;9;0;0;0;13;0;2;10;2;5;0;0;0;generator
исследуй расщелину, которая располагается справа от ямы, которая находится сзади от бугра;relation2;8;9;0;0;0;8;0;5;5;2;7;0;0;0;generator
езжай до лесополосы, что располагается спереди от камушка, что находится за провалом;relation2;8;6;0;0;0;4;0;3;10;2;5;0;0;0;generator
отыщи женщину, что находится рядом с рощей, которая находится за фонарём;relation2;8;7;0;0;0;6;0;1;4;2;13;0;0;0;generator
рассмотри здание спереди от спиленного дерева, что находится рядом с барьером;relation2;8;9;0;0;0;1;0;3;3;1;12;0;0;0;generator
осматривай авто, находящееся правее разлома, располагающийся справа от сломанного дерева;relation2;8;9;0;0;0;14;0;5;8;5;3;0;0;0;generator
оставь позади человека, находящегося рядом с камнем, располагающийся за кучей;relation2;8;8;0;0;0;6;0;1;10;2;7;0;0;0;generator
найди избу, что располагается около ямы, что находится правее трещины;relation2;8;7;0;0;0;1;0;1;5;5;8;0;0;0;generator
несись к холмику справа от трещины, которая находится сзади от железного коня;relation2;8;6;0;0;0;7;0;5;8;2;14;0;0;0;generator
осуществи перемещение до здания, располагающегося около останца, что слева от сваленного дерева;relation2;8;6;0;0;0;1;0;1;11;4;3;0;0;0;generator
обскакивай камень, который сзади от препятствия, что находится за свалившимся человеком;relation2;8;8;0;0;0;10;0;2;12;2;9;0;0;0;generator
опереди возвышенность, которая около расщелины, что справа от рощи;relation2;8;8;0;0;0;7;0;1;8;5;4;0;0;0;generator
разыщи яму, находящуюся рядом с поваленным деревом, что около холма;relation2;8;7;0;0;0;5;0;1;3;1;7;0;0;0;generator
обскочи возвышенность, располагающуюся справа от женщины, располагающуюся справа от рощи;relation2;8;8;0;0;0;7;0;5;6;5;4;0;0;0;generator
найди рытвину, что располагается перед препятствием, что располагается за валуном;relation2;8;7;0;0;0;5;0;3;12;2;11;0;0;0;generator
отыщи овраг, располагающийся рядом с машиной, что за чащей;relation2;8;7;0;0;0;5;0;1;14;2;4;0;0;0;generator
убегай к человеку, который слева от железного коня за поваленным деревом;relation2;8;6;0;0;0;6;0;4;14;2;3;0;0;0;generator
доставь себя до разлома, который располагается перед преградой, что находится слева от домика;relation2;8;6;0;0;0;8;0;3;12;4;1;0;0;0;generator
разыщи пропасть, которая находится рядом с бугром, располагающийся неподалеку от загородки;relation2;8;7;0;0;0;5;0;1;7;1;12;0;0;0;generator
отыщи дерево, которое находится правее сломанного дерева, что располагается правее камня;relation2;8;7;0;0;0;2;0;5;3;5;10;0;0;0;generator
шмыгай до рытвины, что справа от холма, что располагается слева от света;relation2;8;6;0;0;0;5;0;5;7;4;13;0;0;0;generator
разыщи упавшего человека, располагающегося за ограждением, что перед холмом;relation2;8;7;0;0;0;9;0;2;12;3;7;0;0;0;generator
пытайся шествовать до горы, которая находится левее автомобиля, что располагается рядом с поваленным деревом;relation2;8;6;0;0;0;7;0;4;14;1;3;0;0;0;generator
найди чащу, которая располагается рядом с расщелиной, которая находится за ямой;relation2;8;7;0;0;0;4;0;1;8;2;5;0;0;0;generator
оставь позади лесополосу, что левее останца, что располагается справа от расщелины;relation2;8;8;0;0;0;4;0;4;11;5;8;0;0;0;generator
найди железного коня, что слева от пьяного человека, располагающегося рядом с пригорком;relation2;8;7;0;0;0;14;0;4;9;1;7;0;0;0;generator
причаль до столба рядом с избой, которая располагается спереди от останца;relation2;8;6;0;0;0;13;0;1;1;3;11;0;0;0;generator
осуществи перемещение к разрыву, который находится рядом с дубом, находящемуся рядом с булыгой;relation2;8;6;0;0;0;8;0;1;2;1;10;0;0;0;generator
исследуй ограждение, которое находится справа от столба, что располагается рядом с разломом;relation2;8;9;0;0;0;12;0;5;13;1;8;0;0;0;generator
отыщи растение, которое находится справа от возвышенности, которая находится слева от сваленного дерева;relation2;8;7;0;0;0;2;0;5;7;4;3;0;0;0;generator
забреди к трещине, которая слева от тачки, располагающейся позади лежащего человека;relation2;8;6;0;0;0;8;0;4;14;2;9;0;0;0;generator
попробуй разглядывать расщелину, что располагается перед пьяным человеком, что рядом с спиленным деревом;relation2;8;9;0;0;0;8;0;3;9;1;3;0;0;0;generator
осмотри чащу рядом с сосной, что располагается позади булыги;relation2;8;9;0;0;0;4;0;1;2;2;10;0;0;0;generator
пытайся волочься к свалившемуся человеку, который правее товарища, что находится левее бугра;relation2;8;6;0;0;0;9;0;5;6;4;7;0;0;0;generator
осматривай сваленное дерево, которое находится левее провала, что находится слева от чащи;relation2;8;9;0;0;0;3;0;4;5;4;4;0;0;0;generator
разыщи горку, что располагается рядом с валуном, что располагается около женщины;relation2;8;7;0;0;0;7;0;1;11;1;6;0;0;0;generator
опережай впадину, которая находится спереди от валуна, находящийся правее расщелины;relation2;8;8;0;0;0;5;0;3;11;5;8;0;0;0;generator
обнаружь останец правее тачки, что левее пропасти;relation2;8;7;0;0;0;11;0;5;14;4;5;0;0;0;generator
обнаружь спиленное дерево слева от чащи, что рядом с избой;relation2;8;7;0;0;0;3;0;4;4;1;1;0;0;0;generator
пытайся становиться к машине, которая находится слева от валуна, что левее горки;relation2;8;6;0;0;0;14;0;4;11;4;7;0;0;0;generator
осмотри дубраву, которая находится перед разломом, находящийся перед камнем;relation2;8;9;0;0;0;4;0;3;8;3;10;0;0;0;generator
исследуй останец, который левее камушка, что перед срубленным деревом;relation2;8;9;0;0;0;11;0;4;10;3;3;0;0;0;generator
найди тачку рядом с мужчиной, что находится спереди от дуба;relation2;8;7;0;0;0;14;0;1;6;3;2;0;0;0;generator
обходи лампу, которая находится сзади от ограждения, что рядом с тачкой;relation2;8;8;0;0;0;13;0;2;12;1;14;0;0;0;generator
разглядывай берёзу слева от камушка, располагающийся слева от лампы;relation2;8;9;0;0;0;2;0;4;10;4;13;0;0;0;generator
передвигайся к машине, располагающейся перед рощей, которая располагается слева от бугра;relation2;8;6;0;0;0;14;0;3;4;4;7;0;0;0;generator
пытайся шмыгать к канаве, что слева от светильника, что слева от рощи;relation2;8;6;0;0;0;5;0;4;13;4;4;0;0;0;generator
опереди кучу, которая находится левее булыги, которая находится спереди от свалившегося человека;relation2;8;8;0;0;0;7;0;4;10;3;9;0;0;0;generator
рассмотри сваленное дерево, что находится около железного коня, находящегося слева от сосны;relation2;8;9;0;0;0;3;0;1;14;4;2;0;0;0;generator
забреди до барьера, что располагается справа от леса, что спереди от останца;relation2;8;6;0;0;0;12;0;5;4;3;11;0;0;0;generator
отыщи валун, располагающийся за холмом, который находится слева от лампы;relation2;8;7;0;0;0;11;0;2;7;4;13;0;0;0;generator
обставь железного коня, что находится за оврагом за загородкой;relation2;8;8;0;0;0;14;0;2;5;2;12;0;0;0;generator
осмотри автомобиль, находящийся рядом с преградой, располагающуюся за женщиной;relation2;8;9;0;0;0;14;0;1;12;2;6;0;0;0;generator
разыщи расщелину, которая слева от ямы позади столба;relation2;8;7;0;0;0;8;0;4;5;2;13;0;0;0;generator
становись к булыжнику, располагающемуся спереди от ямы слева от железного коня;relation2;8;6;0;0;0;10;0;3;5;4;14;0;0;0;generator
обнаружь впадину, которая располагается правее лесополосы, которая находится справа от женщины;relation2;8;7;0;0;0;5;0;5;4;5;6;0;0;0;generator
толкайся до барьера, который спереди от домика, располагающегося за железным конём;relation2;8;6;0;0;0;12;0;3;1;2;14;0;0;0;generator
обозревай машину, находящуюся рядом с берёзой, находящуюся справа от холмика;relation2;8;9;0;0;0;14;0;1;2;5;7;0;0;0;generator
оставь позади даму левее ограждения, которое находится рядом с рытвиной;relation2;8;8;0;0;0;6;0;4;12;1;5;0;0;0;generator
попробуй обскакивать дерево правее ограждения, которое спереди от авто;relation2;8;8;0;0;0;2;0;5;12;3;14;0;0;0;generator
исследуй свалившегося человека, что находится правее человека, что слева от разрыва;relation2;8;9;0;0;0;9;0;5;6;4;8;0;0;0;generator
осматривай человека, что находится правее упавшего человека, который располагается правее трещины;relation2;8;9;0;0;0;6;0;5;9;5;8;0;0;0;generator
отыщи лес, располагающийся перед препятствием, располагающееся рядом с женщиной;relation2;8;7;0;0;0;4;0;3;12;1;6;0;0;0;generator
начни обследовать дом, который позади лампы, что правее разрыва;relation2;8;9;0;0;0;1;0;2;13;5;8;0;0;0;generator
разглядывай железного коня, находящегося правее камушка, располагающийся правее валуна;relation2;8;9;0;0;0;14;0;5;10;5;11;0;0;0;generator
разыщи яму спереди от чащи, которая находится слева от дерева;relation2;8;7;0;0;0;5;0;3;4;4;2;0;0;0;generator
разыщи дом, располагающийся около камня, который слева от трещины;relation2;8;7;0;0;0;1;0;1;10;4;8;0;0;0;generator
пытайся обскакивать железного коня, располагающегося позади мужчины, что находится слева от ограждения;relation2;8;8;0;0;0;14;0;2;6;4;12;0;0;0;generator
обгоняй лес, что перед особняком, что находится слева от расщелины;relation2;8;8;0;0;0;4;0;3;1;4;8;0;0;0;generator
начинай обгонять дубраву, которая слева от дуба, который рядом с барьером;relation2;8;8;0;0;0;4;0;4;2;1;12;0;0;0;generator
пройди до дамы, что справа от автомобиля, что находится слева от рощи;relation2;8;6;0;0;0;6;0;5;14;4;4;0;0;0;generator
обскочи разлом, располагающийся левее мужчины, находящегося перед останцем;relation2;8;8;0;0;0;8;0;4;6;3;11;0;0;0;generator
обскочи домик, который располагается перед горой, находящуюся слева от растения;relation2;8;8;0;0;0;1;0;3;7;4;2;0;0;0;generator
обнаружь валун, который находится позади свалившегося человека, что располагается за срубленным деревом;relation2;8;7;0;0;0;11;0;2;9;2;3;0;0;0;generator
дефилируй до трещины спереди от рощи, располагающейся позади загородки;relation2;8;6;0;0;0;8;0;3;4;2;12;0;0;0;generator
оставь позади лесополосу слева от оврага, который располагается позади избы;relation2;8;8;0;0;0;4;0;4;5;2;1;0;0;0;generator
разыщи загородку, располагающуюся рядом с пропастью, которая располагается неподалеку от сломанного дерева;relation2;8;7;0;0;0;12;0;1;5;1;3;0;0;0;generator
обставь даму, что справа от горы, что располагается правее лежащего человека;relation2;8;8;0;0;0;6;0;5;7;5;9;0;0;0;generator
пойди до авто, которое располагается правее трещины, которая находится слева от постройки;relation2;8;6;0;0;0;14;0;5;8;4;1;0;0;0;generator
обгоняй валун перед светильником, располагающийся правее упавшего человека;relation2;8;8;0;0;0;11;0;3;13;5;9;0;0;0;generator
рассмотри фонарь, располагающийся за свалившимся человеком, располагающегося левее строения;relation2;8;9;0;0;0;13;0;2;9;4;1;0;0;0;generator
разыщи трещину, которая около света, что располагается рядом с булыжником;relation2;8;7;0;0;0;8;0;1;13;1;10;0;0;0;generator
захаживай до впадины, которая слева от автомобиля, который находится рядом с спиленным деревом;relation2;8;6;0;0;0;5;0;4;14;1;3;0;0;0;generator
разглядывай срубленное дерево, что находится слева от булыги, что находится сзади от преграды;relation2;8;9;0;0;0;3;0;4;10;2;12;0;0;0;generator
обходи тачку, находящуюся перед светом сзади от разлома;relation2;8;8;0;0;0;14;0;3;13;2;8;0;0;0;generator
отыщи гору, что располагается спереди от дамы, что располагается около трещины;relation2;8;7;0;0;0;7;0;3;6;1;8;0;0;0;generator
разыщи чащу, что находится слева от мужчины, что позади упавшего человека;relation2;8;7;0;0;0;4;0;4;6;2;9;0;0;0;generator
опереди рощу правее фонаря, что располагается слева от сломанного дерева;relation2;8;8;0;0;0;4;0;5;13;4;3;0;0;0;generator
начинай направлять шаги до дома, располагающегося правее препятствия, которое находится перед лесополосой;relation2;8;6;0;0;0;1;0;5;12;3;4;0;0;0;generator
отыщи упавшее дерево, что находится спереди от избы, которая правее рытвины;relation2;8;7;0;0;0;3;0;3;1;5;5;0;0;0;generator
начинай обскакивать преграду, располагающуюся справа от кучи, которая позади мужчины;relation2;8;8;0;0;0;12;0;5;7;2;6;0;0;0;generator
осмотри останец рядом с растением, которое находится правее срубленного дерева;relation2;8;9;0;0;0;11;0;1;2;5;3;0;0;0;generator
начинай сходить до останца, который неподалеку от автомобиля, который располагается слева от коттеджа;relation2;8;6;0;0;0;11;0;1;14;4;1;0;0;0;generator
попробуй захаживать до впадины перед разрывом, который справа от машины;relation2;8;6;0;0;0;5;0;3;8;5;14;0;0;0;generator
осматривай трещину, что слева от горки, что располагается правее лампы;relation2;8;9;0;0;0;8;0;4;7;5;13;0;0;0;generator
осмотри останец, находящийся около избы слева от ольхи;relation2;8;9;0;0;0;11;0;1;1;4;2;0;0;0;generator
начни объезжать камень, что правее сваленного дерева, что находится слева от трещины;relation2;8;8;0;0;0;10;0;5;3;4;8;0;0;0;generator
спускайся к холму, находящемуся левее останца справа от пьяного человека;relation2;8;6;0;0;0;7;0;4;11;5;9;0;0;0;generator
обнаружь бугор, который располагается около лежащего человека, что перед женщиной;relation2;8;7;0;0;0;7;0;1;9;3;6;0;0;0;generator
оставь позади постройку, располагающуюся слева от ольхи, находящуюся рядом с упавшим человеком;relation2;8;8;0;0;0;1;0;4;2;1;9;0;0;0;generator
найди лампу левее постройки, что располагается за дубом;relation2;8;7;0;0;0;13;0;4;1;2;2;0;0;0;generator
обходи сваленное дерево рядом с светильником, который находится за валуном;relation2;8;8;0;0;0;3;0;1;13;2;11;0;0;0;generator
начни обозревать свалившегося человека, находящегося перед оврагом, который располагается сзади от растения;relation2;8;9;0;0;0;9;0;3;5;2;2;0;0;0;generator
обставь впадину, которая неподалеку от сосны, что располагается правее трещины;relation2;8;8;0;0;0;5;0;1;2;5;8;0;0;0;generator
разглядывай фонарь, что находится правее барьера, который располагается перед расщелиной;relation2;8;9;0;0;0;13;0;5;12;3;8;0;0;0;generator
отбеги к лесополосе, что находится сзади от сваленного дерева слева от барьера;relation2;8;6;0;0;0;4;0;2;3;4;12;0;0;0;generator
разыщи избу, находящуюся сзади от трещины, располагающуюся около кучи;relation2;8;7;0;0;0;1;0;2;8;1;7;0;0;0;generator
пытайся опережать сосну, которая находится спереди от препятствия, что справа от человека;relation2;8;8;0;0;0;2;0;3;12;5;6;0;0;0;generator
начинай давать к валуну, который справа от рощи, находящейся неподалеку от холма;relation2;8;6;0;0;0;11;0;5;4;1;7;0;0;0;generator
обнаружь расщелину, что рядом с машиной, которая находится рядом с останцем;relation2;8;7;0;0;0;8;0;1;14;1;11;0;0;0;generator
рассмотри препятствие, которое располагается за впадиной, располагающуюся сзади от светильника;relation2;8;9;0;0;0;12;0;2;5;2;13;0;0;0;generator
попробуй скатываться к трещине, находящейся правее дамы, что находится около булыги;relation2;8;6;0;0;0;8;0;5;6;1;10;0;0;0;generator
начинай дерзать к поваленному дереву, которое находится сзади от булыжника, что перед бугром;relation2;8;6;0;0;0;3;0;2;10;3;7;0;0;0;generator
обскакивай столб, что справа от дубравы, находящуюся около впадины;relation2;8;8;0;0;0;13;0;5;4;1;5;0;0;0;generator
оставь позади светильник, находящийся сзади от загородки, которая рядом с мужчиной;relation2;8;8;0;0;0;13;0;2;12;1;6;0;0;0;generator
разыщи овраг, который располагается левее свалившегося человека, что находится сзади от строения;relation2;8;7;0;0;0;5;0;4;9;2;1;0;0;0;generator
отыщи товарища, что рядом с возвышенностью, которая перед деревом;relation2;8;7;0;0;0;6;0;1;7;3;2;0;0;0;generator
пытайся обскакивать автомобиль, который находится спереди от лежащего человека, который перед мужчиной;relation2;8;8;0;0;0;14;0;3;9;3;6;0;0;0;generator
найди избу неподалеку от загородки, которая находится спереди от булыжника;relation2;8;7;0;0;0;1;0;1;12;3;10;0;0;0;generator
найди валун, что находится правее тачки, находящуюся рядом с ребёнком;relation2;8;7;0;0;0;11;0;5;14;1;6;0;0;0;generator
осмотри ограждение, находящееся рядом с ольхой, которая находится спереди от лесополосы;relation2;8;9;0;0;0;12;0;1;2;3;4;0;0;0;generator
найди дерево, располагающееся спереди от дубравы, которая находится спереди от булыги;relation2;8;7;0;0;0;2;0;3;4;3;10;0;0;0;generator
оставь позади машину, что располагается спереди от останца, располагающийся левее булыжника;relation2;8;8;0;0;0;14;0;3;11;4;10;0;0;0;generator
беги к загородке, что располагается рядом с останцем, который левее дерева;relation2;8;6;0;0;0;12;0;1;11;4;2;0;0;0;generator
оставь позади срубленное дерево позади особняка, что находится спереди от преграды;relation2;8;8;0;0;0;3;0;2;1;3;12;0;0;0;generator
начни обскакивать пьяного человека правее светильника, который спереди от рытвины;relation2;8;8;0;0;0;9;0;5;13;3;5;0;0;0;generator
обходи мужчину, что располагается спереди от горы, располагающуюся рядом с чащей;relation2;8;8;0;0;0;6;0;3;7;1;4;0;0;0;generator
отыщи растение, которое располагается неподалеку от пригорка, который находится спереди от коттеджа;relation2;8;7;0;0;0;2;0;1;7;3;1;0;0;0;generator
объезжай дуб, который справа от трещины справа от пьяного человека;relation2;8;8;0;0;0;2;0;5;8;5;9;0;0;0;generator
опереди лампу, которая справа от валуна, который располагается сзади от чащи;relation2;8;8;0;0;0;13;0;5;11;2;4;0;0;0;generator
попробуй проходить до останца, что располагается правее ограждения, которое неподалеку от булыжника;relation2;8;6;0;0;0;11;0;5;12;1;10;0;0;0;generator
найди камень, который справа от валуна, который располагается за избой;relation2;8;7;0;0;0;10;0;5;11;2;1;0;0;0;generator
рассматривай возвышенность, которая позади коттеджа, что находится позади лампы;relation2;8;9;0;0;0;7;0;2;1;2;13;0;0;0;generator
начни рассматривать товарища, располагающегося сзади от пропасти, что слева от расщелины;relation2;8;9;0;0;0;6;0;2;5;4;8;0;0;0;generator
обскакивай растение, которое спереди от избы, что спереди от валуна;relation2;8;8;0;0;0;2;0;3;1;3;11;0;0;0;generator
осмотри разлом, что спереди от автомобиля, что слева от дуба;relation2;8;9;0;0;0;8;0;3;14;4;2;0;0;0;generator
оставь позади строение, что располагается рядом с барьером, который рядом с упавшим человеком;relation2;8;8;0;0;0;1;0;1;12;1;9;0;0;0;generator
исследуй сваленное дерево, которое находится перед свалившимся человеком справа от авто;relation2;8;9;0;0;0;3;0;3;9;5;14;0;0;0;generator
